,Created,Message,Status
1782,2025-05-19 11:51:59.132,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,16.6,318,17.4,-75.459356,10.375466,20250519115317,0732,0101,3AB6,BBAAF67,04,12,38043.4,20250519115317,258F$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C31362E362C3331382C31372E342C2D37352E3435393335362C31302E3337353436362C32303235303531393131353331372C303733322C303130312C334142362C424241414636372C30342C31322C33383034332E342C32303235303531393131353331372C3235384624
1799,2025-05-19 12:03:11.149,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,9.3,210,16.4,-75.471485,10.378810,20250519120432,0732,0101,3AB6,BBAADA0,04,12,38045.7,20250519120431,25A0$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C392E332C3231302C31362E342C2D37352E3437313438352C31302E3337383831302C32303235303531393132303433322C303733322C303130312C334142362C424241414441302C30342C31322C33383034352E372C32303235303531393132303433312C3235413024
1801,2025-05-19 12:03:44.309,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,37.5,183,18.0,-75.471577,10.377485,20250519120502,0732,0101,3AB6,BBA430A,04,12,38045.9,20250519120501,25A2$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C33372E352C3138332C31382E302C2D37352E3437313537372C31302E3337373438352C32303235303531393132303530322C303733322C303130312C334142362C424241343330412C30342C31322C33383034352E392C32303235303531393132303530312C3235413224
1826,2025-05-19 12:20:01.535,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,16.3,305,17.5,-75.488258,10.391057,20250519122123,0732,0101,3AB6,BBAAED1,04,12,38050.1,20250519122122,25BB$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C31362E332C3330352C31372E352C2D37352E3438383235382C31302E3339313035372C32303235303531393132323132332C303733322C303130312C334142362C424241414544312C30342C31322C33383035302E312C32303235303531393132323132322C3235424224
1828,2025-05-19 12:20:18.022,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,33.5,250,17.2,-75.489238,10.390751,20250519122138,0732,0101,3AB6,BBACDFB,04,12,38050.2,20250519122137,25BD$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C33332E352C3235302C31372E322C2D37352E3438393233382C31302E3339303735312C32303235303531393132323133382C303733322C303130312C334142362C424241434446422C30342C31322C33383035302E322C32303235303531393132323133372C3235424424
1834,2025-05-19 12:24:50.802,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,17.6,259,10.4,-75.501666,10.388655,20250519122612,0732,0101,3AB6,BBA422D,04,12,38051.6,20250519122612,25C3$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C31372E362C3235392C31302E342C2D37352E3530313636362C31302E3338383635352C32303235303531393132323631322C303733322C303130312C334142362C424241343232442C30342C31322C33383035312E362C32303235303531393132323631322C3235433324
1836,2025-05-19 12:26:12.008,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,13.1,257,9.1,-75.502640,10.388486,20250519122733,0732,0101,3AB6,BBAD163,04,12,38051.7,20250519122733,25C5$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C31332E312C3235372C392E312C2D37352E3530323634302C31302E3338383438362C32303235303531393132323733332C303733322C303130312C334142362C424241443136332C30342C31322C33383035312E372C32303235303531393132323733332C3235433524
1863,2025-05-19 12:42:56.095,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,48.9,298,13.2,-75.525887,10.406303,20250519124417,0732,0101,3AB6,BBAAF20,04,12,38056.5,20250519124417,25E0$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34382E392C3239382C31332E322C2D37352E3532353838372C31302E3430363330332C32303235303531393132343431372C303733322C303130312C334142362C424241414632302C30342C31322C33383035362E352C32303235303531393132343431372C3235453024
1864,2025-05-19 12:43:07.469,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,20.7,307,12.4,-75.526582,10.406738,20250519124429,0732,0101,3AB6,BBAAF20,04,12,38056.6,20250519124428,25E1$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C32302E372C3330372C31322E342C2D37352E3532363538322C31302E3430363733382C32303235303531393132343432392C303733322C303130312C334142362C424241414632302C30342C31322C33383035362E362C32303235303531393132343432382C3235453124
1912,2025-05-19 13:10:07.778,"+RESP:GTGEO,500700,868574042858816,,,91,1,1,30.0,309,5.3,-75.541754,10.427115,20250519131129,0732,0101,3AB6,BBA392D,04,12,38061.2,20250519131129,2611$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39312C312C312C33302E302C3330392C352E332C2D37352E3534313735342C31302E3432373131352C32303235303531393133313132392C303733322C303130312C334142362C424241333932442C30342C31322C33383036312E322C32303235303531393133313132392C3236313124
1914,2025-05-19 13:10:42.436,"+RESP:GTGEO,500700,868574042858816,,,90,1,1,16.3,284,5.3,-75.542508,10.427469,20250519131204,0732,0101,3AB6,BBAAE7F,04,12,38061.3,20250519131203,2613$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39302C312C312C31362E332C3238342C352E332C2D37352E3534323530382C31302E3432373436392C32303235303531393133313230342C303733322C303130312C334142362C424241414537462C30342C31322C33383036312E332C32303235303531393133313230332C3236313324
1981,2025-05-19 13:46:22.723,"+RESP:GTGEO,500700,868574042858816,,,A1,1,1,23.1,52,7.7,-75.557328,10.399642,20250519134745,0732,0101,3AB6,BBAAF5B,04,12,38070.2,20250519134744,2656$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41312C312C312C32332E312C35322C372E372C2D37352E3535373332382C31302E3339393634322C32303235303531393133343734352C303733322C303130312C334142362C424241414635422C30342C31322C33383037302E322C32303235303531393133343734342C3236353624
1982,2025-05-19 13:46:47.585,"+RESP:GTGEO,500700,868574042858816,,,A0,1,1,15.0,40,13.2,-75.556665,10.400268,20250519134809,0732,0101,3AB6,BBAAC99,04,12,38070.3,20250519134808,2657$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41302C312C312C31352E302C34302C31332E322C2D37352E3535363636352C31302E3430303236382C32303235303531393133343830392C303733322C303130312C334142362C424241414339392C30342C31322C33383037302E332C32303235303531393133343830382C3236353724
2010,2025-05-19 14:02:38.583,"+RESP:GTGEO,500700,868574042858816,,,11,1,1,18.3,243,11.7,-75.534878,10.432502,20250519140400,0732,0101,3AB6,BBAAF0D,04,12,38076.3,20250519140400,2673$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31312C312C312C31382E332C3234332C31312E372C2D37352E3533343837382C31302E3433323530322C32303235303531393134303430302C303733322C303130312C334142362C424241414630442C30342C31322C33383037362E332C32303235303531393134303430302C3236373324
2011,2025-05-19 14:02:53.582,"+RESP:GTGEO,500700,868574042858816,,,10,1,1,21.6,232,11.6,-75.535470,10.432047,20250519140415,0732,0101,3AB6,BBAAF0D,04,12,38076.4,20250519140414,2674$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31302C312C312C32312E362C3233322C31312E362C2D37352E3533353437302C31302E3433323034372C32303235303531393134303431352C303733322C303130312C334142362C424241414630442C30342C31322C33383037362E342C32303235303531393134303431342C3236373424
2027,2025-05-19 14:12:02.512,"+RESP:GTGEO,500700,868574042858816,,,C1,1,1,29.7,92,9.7,-75.538473,10.419702,20250519141324,0732,0101,3AB6,BBA3EBC,04,12,38078.2,20250519141323,2684$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43312C312C312C32392E372C39322C392E372C2D37352E3533383437332C31302E3431393730322C32303235303531393134313332342C303733322C303130312C334142362C424241334542432C30342C31322C33383037382E322C32303235303531393134313332332C3236383424
2028,2025-05-19 14:12:14.630,"+RESP:GTGEO,500700,868574042858816,,,C0,1,1,34.5,81,7.3,-75.537517,10.419711,20250519141336,0732,0101,3AB6,BBAD216,04,12,38078.4,20250519141336,2685$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43302C312C312C33342E352C38312C372E332C2D37352E3533373531372C31302E3431393731312C32303235303531393134313333362C303733322C303130312C334142362C424241443231362C30342C31322C33383037382E342C32303235303531393134313333362C3236383524
2061,2025-05-19 14:31:49.554,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,39.5,111,11.3,-75.526359,10.406283,20250519143311,0732,0101,3AB6,BBAAF20,04,12,38082.0,20250519143311,26A6$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C33392E352C3131312C31312E332C2D37352E3532363335392C31302E3430363238332C32303235303531393134333331312C303733322C303130312C334142362C424241414632302C30342C31322C33383038322E302C32303235303531393134333331312C3236413624
2062,2025-05-19 14:31:58.572,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,39.6,113,12.8,-75.525598,10.405976,20250519143320,0732,0101,3AB6,BBAAF20,04,12,38082.1,20250519143320,26A7$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C33392E362C3131332C31322E382C2D37352E3532353539382C31302E3430353937362C32303235303531393134333332302C303733322C303130312C334142362C424241414632302C30342C31322C33383038322E312C32303235303531393134333332302C3236413724
2066,2025-05-19 14:32:52.749,"+RESP:GTGEO,500700,868574042858816,,,21,1,1,27.4,142,10.3,-75.521469,10.405024,20250519143411,0732,0101,3AB6,BBA40A8,04,12,38082.6,20250519143411,26AB$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32312C312C312C32372E342C3134322C31302E332C2D37352E3532313436392C31302E3430353032342C32303235303531393134333431312C303733322C303130312C334142362C424241343041382C30342C31322C33383038322E362C32303235303531393134333431312C3236414224
2071,2025-05-19 14:34:13.498,"+RESP:GTGEO,500700,868574042858816,,,20,1,1,7.5,189,8.7,-75.521484,10.404193,20250519143535,0732,0101,3AB6,BBA40A8,04,12,38082.7,20250519143534,26B0$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32302C312C312C372E352C3138392C382E372C2D37352E3532313438342C31302E3430343139332C32303235303531393134333533352C303733322C303130312C334142362C424241343041382C30342C31322C33383038322E372C32303235303531393134333533342C3236423024
2094,2025-05-19 14:47:27.860,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,17.1,74,11.3,-75.502104,10.388406,20250519144850,0732,0101,3AB6,BBAD163,04,12,38088.0,20250519144849,26C7$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C31372E312C37342C31312E332C2D37352E3530323130342C31302E3338383430362C32303235303531393134343835302C303733322C303130312C334142362C424241443136332C30342C31322C33383038382E302C32303235303531393134343834392C3236433724
2095,2025-05-19 14:47:43.205,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,31.8,78,11.4,-75.501523,10.388516,20250519144905,0732,0101,3AB6,BBA422E,04,12,38088.1,20250519144905,26C8$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C33312E382C37382C31312E342C2D37352E3530313532332C31302E3338383531362C32303235303531393134343930352C303733322C303130312C334142362C424241343232452C30342C31322C33383038382E312C32303235303531393134343930352C3236433824
2099,2025-05-19 14:50:27.768,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,40.9,67,22.4,-75.488640,10.390932,20250519145150,0732,0101,3AB6,BBAAED1,04,12,38089.6,20250519145149,26CC$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C34302E392C36372C32322E342C2D37352E3438383634302C31302E3339303933322C32303235303531393134353135302C303733322C303130312C334142362C424241414544312C30342C31322C33383038392E362C32303235303531393134353134392C3236434324
2101,2025-05-19 14:50:56.269,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,36.0,150,17.7,-75.487983,10.390441,20250519145211,0732,0101,3AB6,BBAAED1,04,12,38089.7,20250519145210,26CE$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C33362E302C3135302C31372E372C2D37352E3438373938332C31302E3339303434312C32303235303531393134353231312C303733322C303130312C334142362C424241414544312C30342C31322C33383038392E372C32303235303531393134353231302C3236434524
2129,2025-05-19 15:04:45.625,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,11.5,4,15.7,-75.471509,10.378050,20250519150607,0732,0101,3AB6,BBA3F84,04,12,38094.5,20250519150607,26EA$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C31312E352C342C31352E372C2D37352E3437313530392C31302E3337383035302C32303235303531393135303630372C303733322C303130312C334142362C424241334638342C30342C31322C33383039342E352C32303235303531393135303630372C3236454124
2131,2025-05-19 15:05:55.358,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,10.9,28,17.1,-75.471364,10.378892,20250519150716,0732,0101,3AB6,BBA3F84,04,12,38094.6,20250519150716,26EC$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C31302E392C32382C31372E312C2D37352E3437313336342C31302E3337383839322C32303235303531393135303731362C303733322C303130312C334142362C424241334638342C30342C31322C33383039342E362C32303235303531393135303731362C3236454324
2134,2025-05-19 15:07:45.312,"+RESP:GTGEO,500700,868574042858816,,,41,1,1,4.7,28,18.1,-75.469493,10.381659,20250519150907,0732,0101,3AB6,BBAAF71,04,12,38094.9,20250519150906,26EF$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C34312C312C312C342E372C32382C31382E312C2D37352E3436393439332C31302E3338313635392C32303235303531393135303930372C303733322C303130312C334142362C424241414637312C30342C31322C33383039342E392C32303235303531393135303930362C3236454624
2135,2025-05-19 15:07:45.892,"+RESP:GTGEO,500700,868574042858816,,,B1,1,1,4.7,28,18.1,-75.469493,10.381659,20250519150907,0732,0101,3AB6,BBAAF71,04,12,38094.9,20250519150906,26F0$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C42312C312C312C342E372C32382C31382E312C2D37352E3436393439332C31302E3338313635392C32303235303531393135303930372C303733322C303130312C334142362C424241414637312C30342C31322C33383039342E392C32303235303531393135303930362C3236463024
2137,2025-05-19 15:08:00.723,"+RESP:GTGEO,500700,868574042858816,,,40,1,1,13.4,304,17.8,-75.469930,10.382020,20250519150922,0732,0101,3AB6,BBAAF71,04,12,38095.0,20250519150922,26F2$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C34302C312C312C31332E342C3330342C31372E382C2D37352E3436393933302C31302E3338323032302C32303235303531393135303932322C303733322C303130312C334142362C424241414637312C30342C31322C33383039352E302C32303235303531393135303932322C3236463224
2138,2025-05-19 15:08:01.324,"+RESP:GTGEO,500700,868574042858816,,,B0,1,1,13.4,304,17.8,-75.469930,10.382020,20250519150922,0732,0101,3AB6,BBAAF71,04,12,38095.0,20250519150922,26F3$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C42302C312C312C31332E342C3330342C31372E382C2D37352E3436393933302C31302E3338323032302C32303235303531393135303932322C303733322C303130312C334142362C424241414637312C30342C31322C33383039352E302C32303235303531393135303932322C3236463324
2150,2025-05-19 15:16:09.930,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,39.9,131,21.3,-75.458814,10.374769,20250519151731,0732,0101,3AB6,BBA4308,04,12,38097.0,20250519151731,26FF$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C33392E392C3133312C32312E332C2D37352E3435383831342C31302E3337343736392C32303235303531393135313733312C303733322C303130312C334142362C424241343330382C30342C31322C33383039372E302C32303235303531393135313733312C3236464624
2151,2025-05-19 15:16:14.827,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,39.0,127,21.0,-75.458352,10.374400,20250519151737,0732,0101,3AB6,BBAAF67,04,12,38097.0,20250519151737,2700$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C33392E302C3132372C32312E302C2D37352E3435383335322C31302E3337343430302C32303235303531393135313733372C303733322C303130312C334142362C424241414636372C30342C31322C33383039372E302C32303235303531393135313733372C3237303024
2182,2025-05-19 15:30:48.343,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,13.6,346,12.6,-75.456981,10.401654,20250519153210,0732,0101,3AB6,BBACE24,04,12,38105.5,20250519153209,271D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C31332E362C3334362C31322E362C2D37352E3435363938312C31302E3430313635342C32303235303531393135333231302C303733322C303130312C334142362C424241434532342C30342C31322C33383130352E352C32303235303531393135333230392C3237314424
2212,2025-05-19 15:55:06.132,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,5.7,334,14.4,-75.457323,10.402422,20250519155628,0732,0101,3AB6,BBACE24,04,12,38105.5,20250519155627,273B$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C352E372C3333342C31342E342C2D37352E3435373332332C31302E3430323432322C32303235303531393135353632382C303733322C303130312C334142362C424241434532342C30342C31322C33383130352E352C32303235303531393135353632372C3237334224
2236,2025-05-19 16:07:09.125,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,15.8,310,23.2,-75.458483,10.374677,20250519160831,0732,0101,3AB6,BBAAF67,04,12,38111.5,20250519160830,2752$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C31352E382C3331302C32332E322C2D37352E3435383438332C31302E3337343637372C32303235303531393136303833312C303733322C303130312C334142362C424241414636372C30342C31322C33383131312E352C32303235303531393136303833302C3237353224
2239,2025-05-19 16:08:06.515,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,15.8,316,24.2,-75.459192,10.375323,20250519160928,0732,0101,3AB6,BBA4308,04,12,38111.6,20250519160928,2755$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C31352E382C3331362C32342E322C2D37352E3435393139322C31302E3337353332332C32303235303531393136303932382C303733322C303130312C334142362C424241343330382C30342C31322C33383131312E362C32303235303531393136303932382C3237353524
2255,2025-05-19 16:20:19.953,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,10.0,209,17.2,-75.471459,10.378799,20250519162138,0732,0101,3AB6,BBAAEEE,04,12,38113.9,20250519162138,2765$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C31302E302C3230392C31372E322C2D37352E3437313435392C31302E3337383739392C32303235303531393136323133382C303733322C303130312C334142362C424241414545452C30342C31322C33383131332E392C32303235303531393136323133382C3237363524
2257,2025-05-19 16:20:48.203,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,26.7,185,18.8,-75.471571,10.377700,20250519162208,0732,0101,3AB6,BBA430A,04,12,38114.1,20250519162207,2767$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C32362E372C3138352C31382E382C2D37352E3437313537312C31302E3337373730302C32303235303531393136323230382C303733322C303130312C334142362C424241343330412C30342C31322C33383131342E312C32303235303531393136323230372C3237363724
2281,2025-05-19 16:34:12.247,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,18.1,290,19.2,-75.488327,10.391143,20250519163534,0732,0101,3AB6,BBAAED1,04,12,38118.3,20250519163533,277F$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C31382E312C3239302C31392E322C2D37352E3438383332372C31302E3339313134332C32303235303531393136333533342C303733322C303130312C334142362C424241414544312C30342C31322C33383131382E332C32303235303531393136333533332C3237374624
2284,2025-05-19 16:34:36.166,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,39.8,252,19.5,-75.489386,10.390713,20250519163558,0732,0101,3AB6,BBACDFB,04,12,38118.5,20250519163557,2782$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C33392E382C3235322C31392E352C2D37352E3438393338362C31302E3339303731332C32303235303531393136333535382C303733322C303130312C334142362C424241434446422C30342C31322C33383131382E352C32303235303531393136333535372C3237383224
2287,2025-05-19 16:36:51.302,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,42.6,263,7.8,-75.502161,10.388556,20250519163813,0732,0101,3AB6,BBA422D,04,12,38119.9,20250519163812,2785$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C34322E362C3236332C372E382C2D37352E3530323136312C31302E3338383535362C32303235303531393136333831332C303733322C303130312C334142362C424241343232442C30342C31322C33383131392E392C32303235303531393136333831322C3237383524
2288,2025-05-19 16:36:57.100,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,25.1,258,8.1,-75.502647,10.388468,20250519163819,0732,0101,3AB6,BBA422D,04,12,38119.9,20250519163818,2786$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C32352E312C3235382C382E312C2D37352E3530323634372C31302E3338383436382C32303235303531393136333831392C303733322C303130312C334142362C424241343232442C30342C31322C33383131392E392C32303235303531393136333831382C3237383624
2313,2025-05-19 16:51:37.002,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,44.8,303,10.2,-75.526052,10.406437,20250519165259,0732,0101,3AB6,BBAAF20,04,12,38124.7,20250519165258,279F$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34342E382C3330332C31302E322C2D37352E3532363035322C31302E3430363433372C32303235303531393136353235392C303733322C303130312C334142362C424241414632302C30342C31322C33383132342E372C32303235303531393136353235382C3237394624
2314,2025-05-19 16:51:46.017,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,8.0,309,9.0,-75.526444,10.406746,20250519165308,0732,0101,3AB6,BBAAF20,04,12,38124.8,20250519165307,27A0$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C382E302C3330392C392E302C2D37352E3532363434342C31302E3430363734362C32303235303531393136353330382C303733322C303130312C334142362C424241414632302C30342C31322C33383132342E382C32303235303531393136353330372C3237413024
2351,2025-05-19 17:11:10.844,"+RESP:GTGEO,500700,868574042858816,,,91,1,1,23.4,311,8.1,-75.541636,10.427050,20250519171232,0732,0101,3AB6,BBA392D,04,12,38129.4,20250519171232,27C5$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39312C312C312C32332E342C3331312C382E312C2D37352E3534313633362C31302E3432373035302C32303235303531393137313233322C303733322C303130312C334142362C424241333932442C30342C31322C33383132392E342C32303235303531393137313233322C3237433524
2353,2025-05-19 17:11:52.252,"+RESP:GTGEO,500700,868574042858816,,,90,1,1,19.9,289,8.4,-75.542382,10.427451,20250519171314,0732,0101,3AB6,BBAAE7F,04,12,38129.5,20250519171313,27C7$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39302C312C312C31392E392C3238392C382E342C2D37352E3534323338322C31302E3432373435312C32303235303531393137313331342C303733322C303130312C334142362C424241414537462C30342C31322C33383132392E352C32303235303531393137313331332C3237433724
2426,2025-05-19 17:53:26.614,"+RESP:GTGEO,500700,868574042858816,,,A1,1,1,11.7,47,7.5,-75.557391,10.399639,20250519175449,0732,0101,3AB6,BBAAF5B,04,12,38138.3,20250519175448,2810$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41312C312C312C31312E372C34372C372E352C2D37352E3535373339312C31302E3339393633392C32303235303531393137353434392C303733322C303130312C334142362C424241414635422C30342C31322C33383133382E332C32303235303531393137353434382C3238313024
2427,2025-05-19 17:54:18.291,"+RESP:GTGEO,500700,868574042858816,,,A0,1,1,17.5,44,4.0,-75.556713,10.400276,20250519175540,0732,0101,3AB6,BBAAC99,04,12,38138.4,20250519175539,2811$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41302C312C312C31372E352C34342C342E302C2D37352E3535363731332C31302E3430303237362C32303235303531393137353534302C303733322C303130312C334142362C424241414339392C30342C31322C33383133382E342C32303235303531393137353533392C3238313124
2451,2025-05-19 18:09:18.911,"+RESP:GTGEO,500700,868574042858816,,,11,1,1,11.8,244,10.4,-75.534856,10.432544,20250519181041,0732,0101,3AB6,BBAAF0D,04,12,38144.5,20250519181040,2829$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31312C312C312C31312E382C3234342C31302E342C2D37352E3533343835362C31302E3433323534342C32303235303531393138313034312C303733322C303130312C334142362C424241414630442C30342C31322C33383134342E352C32303235303531393138313034302C3238323924
2453,2025-05-19 18:09:43.126,"+RESP:GTGEO,500700,868574042858816,,,10,1,1,12.6,233,14.2,-75.535528,10.432041,20250519181105,0732,0101,3AB6,BBAAF0D,04,12,38144.6,20250519181104,282B$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31302C312C312C31322E362C3233332C31342E322C2D37352E3533353532382C31302E3433323034312C32303235303531393138313130352C303733322C303130312C334142362C424241414630442C30342C31322C33383134342E362C32303235303531393138313130342C3238324224
2475,2025-05-19 18:20:56.962,"+RESP:GTGEO,500700,868574042858816,,,C1,1,1,21.5,92,6.7,-75.538374,10.419719,20250519182219,0732,0101,3AB6,BBAD216,04,12,38146.4,20250519182218,2841$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43312C312C312C32312E352C39322C362E372C2D37352E3533383337342C31302E3431393731392C32303235303531393138323231392C303733322C303130312C334142362C424241443231362C30342C31322C33383134362E342C32303235303531393138323231382C3238343124
2476,2025-05-19 18:21:12.252,"+RESP:GTGEO,500700,868574042858816,,,C0,1,1,24.2,85,7.8,-75.537491,10.419721,20250519182234,0732,0101,3AB6,BBAD216,04,12,38146.5,20250519182234,2842$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43302C312C312C32342E322C38352C372E382C2D37352E3533373439312C31302E3431393732312C32303235303531393138323233342C303733322C303130312C334142362C424241443231362C30342C31322C33383134362E352C32303235303531393138323233342C3238343224
2508,2025-05-19 18:38:58.098,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,34.1,106,3.3,-75.526379,10.406328,20250519184019,0732,0101,3AAC,BBAAF20,04,12,38150.2,20250519184018,2861$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C33342E312C3130362C332E332C2D37352E3532363337392C31302E3430363332382C32303235303531393138343031392C303733322C303130312C334141432C424241414632302C30342C31322C33383135302E322C32303235303531393138343031382C3238363124
2509,2025-05-19 18:39:09.273,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,35.9,112,6.5,-75.525370,10.405915,20250519184031,0732,0101,3AAC,BBAAF20,04,12,38150.3,20250519184031,2862$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C33352E392C3131322C362E352C2D37352E3532353337302C31302E3430353931352C32303235303531393138343033312C303733322C303130312C334141432C424241414632302C30342C31322C33383135302E332C32303235303531393138343033312C3238363224
2513,2025-05-19 18:39:57.646,"+RESP:GTGEO,500700,868574042858816,,,21,1,1,29.8,127,3.3,-75.521585,10.405207,20250519184119,0732,0101,3AAC,BBA40A6,04,12,38150.7,20250519184118,2866$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32312C312C312C32392E382C3132372C332E332C2D37352E3532313538352C31302E3430353230372C32303235303531393138343131392C303733322C303130312C334141432C424241343041362C30342C31322C33383135302E372C32303235303531393138343131382C3238363624
