ID;Owner;Unit ID;Unit;Peripherals;Reporting Status;Show Until;Billing Group;Last Event Date;Monthly Fee;Bill To;Assigned To;Linked Mode;Paired GPS;Paired Camera;Billable;RMA;Unit Type;IMEI;Serial Number;Phone Number;Carrier;SIM #;VIN;License Plate;Static IP;Event;Last Contact On;Min;Server IP;Server Port;Last Event Address;Modem;Inv #;Status;Last Service Paid Until;Service Paid Until;Assigned to Company;IFTA;History Months;Comments;Warranty Expires;Script;JBOX Profile;Contract Type;Subscription;Firmware
1092896;Renting;0U4R;KIE991;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042916069;S2-M007693-15E8;9103597006;Claro CO;57101602709643219;3N6CD33B9ZK440320;KIE991;;Parked;23/07/2025;0;3.231.161.53;10613;9VV2+77 Ibague, Tolima, Colombia.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/20/2022 11:14:30 PM;N;3;;10/13/2023 12:00:00 AM;;;;;
1094378;Renting;0V9X;KIE986;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102772345;1363188150;9101182198;MOVISTAR CO;8957123112214855437;;KIE986;;Parked;23/07/2025;0;3.231.161.53;10530;Cl. 6 #21a-236 a 21a-290, Buenaventura, Valle del Cauca, Colombia. 764501;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/14/2023 5:53:58 PM;N;3;;12/15/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093056;Renting;0U97;KIE968;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102035016;4764413917;9103979513;Claro CO;89571016023121577058;3N6AD35U4ZK425570;KIE968;;Parked;23/07/2025;0;3.231.161.53;10534;South America, Palmira, Valle del Cauca. VCA.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/21/2022 5:47:33 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092877;Renting;0U48;KIE967;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556101741234;4764412901;9103978237;Claro CO;89571016023121575995;3N6AD35U8ZK425572;KIE967;;Parked;23/07/2025;0;3.231.161.53;10534;Km 16 Vía Espinal Complejo Agroindustrial Cafetero, Ibagué, Tolima, Colombia. 730005;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/30/2022 1:30:01 PM;N;3;;10/12/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093002;Renting;0U7P;KIE966;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102537169;4764414220;9103979487;Claro CO;89571016023121576795;3N6AD35U7ZK425577;KIE966;;Ignition OFF;23/07/2025;0;3.231.161.53;10530;Cra. 11 #12-1 a 12-75, Zipaquirá, Zipaquirá, Cundinamarca, Colombia. 250251;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/24/2022 10:18:13 PM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092889;Renting;0U4K;KIE955;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102296113;4764414719;9103979456;Claro CO;89571016023121576480;3N6AD35U6ZK425554;KIE955;;Parked;23/07/2025;0;3.231.161.53;10534;16b14 Calle 166 , Bogotá. Bogotá. 110131;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/25/2022 4:17:35 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1109224;Renting;19BT;KIE944 VF;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;VidFleet 4K;6B3101B9;6B3101B9;3182873484;MOVISTAR CO;8957123112211415417;;KIE944;;Ignition OFF;23/07/2025;0;3.231.161.53;-1;Cra 8 #170-52, Bogotá, Colombia. 110141;LTE;314153;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/13/2025 10:52:23 PM;N;3;;3/4/2026 12:00:00 AM;;;;;SAXHORN_V1C-3.18.1115
1092981;Renting;0U74;KIE944;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102478885;4764414646;9103979472;Claro CO;89571016023121576647;3N6AD35U6ZK425554;KIE944;;Parked;23/07/2025;0;3.231.161.53;10534;Cra 8 #170-52, Bogotá, Colombia, . 110141;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/24/2022 10:45:41 PM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092987;Renting;0U7A;KIE939;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102268856;4764414358;9103979476;Claro CO;89571016023121576688;3N6AD35U3ZK423762;KIE939;;Parked;23/07/2025;0;3.231.161.53;10430;Cl29 24-49, Villavicencio, Meta, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/25/2022 1:15:52 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093064;Renting;0U9F;KIE930;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102169666;4764415022;9103978254;Claro CO;89571016023121576167;3N6CD33B0ZK419811;KIE930;;Parked;23/07/2025;0;3.231.161.53;10430;I-55 # 66 a 86, Tocancipa, Cundinamarca, Colombia, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/26/2022 11:32:36 AM;N;3;;10/14/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093412;Renting;0UJ3;KIE926;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;357041062928869;4764191179;9103398704;Claro CO;89571011015066675603;3N6CD33BXZK419802;KIE926;;Parked;23/07/2025;0;3.231.161.53;10430;CRHV+C9 Ibague, Tolima, Colombia.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/13/2022 12:36:50 PM;N;3;;11/10/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092776;Renting;0U1F;KIE924;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102521809;4764412337;9103976991;Claro CO;89571016023121575235;3N6CD33B8ZK419782;KIE924;;Idle Alert;23/07/2025;0;3.231.161.53;10530;6XQX+P4 Mariquita, Tolima, Colombia.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/18/2022 11:50:25 PM;N;3;;10/11/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093054;Renting;0U95;KIE922;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102035693;4764413931;9103979511;Claro CO;89571016023121577033;3N6CD33B8ZK419801;KIE922;;Parked;23/07/2025;0;3.231.161.53;10530;Via Principal-17, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/25/2022 12:41:14 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092888;Renting;0U4J;KIE911;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102528747;4764414720;9103979455;Claro CO;89571016023121576472;3N6AD35U4ZK425486;KIE911;;Parked;23/07/2025;0;3.231.161.53;10530;Kr39 3-19, Cali, Valle Cauca, . Vca.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/25/2022 4:07:07 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093021;Renting;0U88;KIE903;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102034571;4764413905;9103979498;Claro CO;89571016023121576902;3N6AD35U0ZK425520;KIE903;;Ignition OFF;23/07/2025;0;3.231.161.53;10430;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166 , Bogotá. Bogotá. 110131;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/25/2022 2:49:39 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1103473;Renting;13EP;KIE729;;;;;18/06/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;KIE729;S2-M007693-13EP;KIE729;Claro CO;KIE729;LNVU1CA3XCVT12445;KIE729;;Power Cut;18/06/2025;0;3.231.161.53;10613;30129 Calle 11 10247 Carrera 31 30205-30109 Calle 11 , Yumbo. Valle del . 760502;;311360;Active;7/26/2024 12:00:00 AM;8/24/2024 12:00:00 AM;7/26/2024 10:44:52 AM;N;3;;4/12/2025 12:00:00 AM;;;;;
1094940;Renting;0VPI;KIE711;;;;;24/06/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;KIE711;KIE711;KIE711;MOVISTAR CO;KIE711;LNVU1CA34CVT12599;KIE711;;POWER UP;24/06/2025;1;3.231.161.53;10530;Cl23bn 3a-62, Cali, Valle Cauca, Colombia, . .;3G;--;Active;2/19/2023 12:00:00 AM;3/20/2023 12:00:00 AM;2/19/2023 9:05:51 AM;N;3;;1/26/2024 12:00:00 AM;;;;;
1092997;Renting;0U7K;KIE692;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102526402;4764414653;9103978249;Claro CO;89571016023121576118;3N6AD35U0ZK425548;KIE692;;Idle Alert;23/07/2025;0;3.231.161.53;10534;Cl150 12a-46, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/25/2022 4:20:36 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092863;Renting;0U3U;KIE660;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102328064;4764412426;9103978226;Claro CO;89571016023121575888;3N6AD35U3ZK423762;KIE660;;Parked;23/07/2025;0;3.231.161.53;10530;South America, Palmira, Valle del Cauca. VCA.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/25/2022 12:25:59 AM;N;3;;10/12/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093230;Renting;0UE1;KIE478;;;;;25/03/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102900722;1363189151;9103432315;Claro CO;89571011014036315143;LVAV3ABB7CJ001783;KIE478;;Travel Stop;25/03/2025;0;3.231.161.53;10534;Via Principal-54, Palmira, Valle Cauca, . Vca.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/3/2022 9:55:39 AM;N;3;;10/27/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1092985;Renting;0U78;KIE474;;;;;4/06/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;KIE474;KIE474;---;Claro CO;-----;LVAV3ABB9CJ001784;KIE474;;Idle - Stop;4/06/2025;0;3.231.161.53;10530;Cl23bn 3a-62, Cali, Valle Cauca, Colombia, . .;3G;--;Active;10/21/2022 12:00:00 AM;11/19/2022 12:00:00 AM;10/21/2022 3:46:59 AM;N;3;;10/13/2023 12:00:00 AM;;;;;
1093336;Renting;0UGZ;JYW803;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 4232 - 3G - LMU4232H-RH00-G1000;357041066270995;4864038988;9103982005;Claro CO;89571016023121578577;9536GB240MR113819;JYW803;;Travel Start;23/07/2025;0;3.231.161.53;10534;Av 25-26, Medellin, Antioquia, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/19/2022 8:03:46 AM;N;3;;11/3/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1094177;Renting;0V4C;JYW802;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102749855;1363188973;9101146613;MOVISTAR CO;8957123112214854158;9536GB24XMR107610;JYW802;;Ignition OFF;23/07/2025;0;3.231.161.53;10430;Cundinamarca 59-60, Medellin, Antioquia, .;;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;1/28/2023 12:26:33 PM;N;3;;12/13/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095203;Renting;0VWT;JYW686;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101459453;1363186204;9101181158;MOVISTAR CO;8957123112215160605;LVBV3ABB0NE001387;JYW686;;Idle - Stop;23/07/2025;0;3.231.161.53;10530;Via Principal-28, Medellin, Antioquia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/6/2023 4:47:50 PM;N;3;;2/6/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093354;Renting;0UHH;JYW685;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2620 - 3G - LMU26H201-G1000;357041065230230;4764256239;9103983261;Claro CO;89571016023121578650;LVBV3ABB4NE001392;JYW685;;Ignition ON;23/07/2025;0;3.231.161.53;10430;Cl93b 35-21, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/12/2022 8:19:43 AM;N;3;;11/4/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1095258;Renting;0VYC;JYW684;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102049868;1363186317;9101384651;MOVISTAR CO;8957123112215168194;LVBV3ABB2NE001391;JYW684;;Ignition OFF;23/07/2025;0;3.231.161.53;10430;Kr29 110b-65, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 11:13:53 AM;N;3;;2/8/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095167;Renting;0VVT;JYW683;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101466987;1363185686;9101263578;MOVISTAR CO;8957123112215160845;LVBV3ABB8NE001394;JYW683;;Ignition OFF;23/07/2025;0;3.231.161.53;10530;Kr43a 84-13, Medellin, Antioquia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/4/2023 9:23:17 AM;N;3;;2/3/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095255;Renting;0VY9;JYW682;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101463604;1363186325;9101173401;MOVISTAR CO;8957123112215168251;LVBV3ABB7NE001385;JYW682;;Ignition OFF;23/07/2025;0;3.231.161.53;10534;Cra. 51c #81-2 a 81-114, Medellín, Antioquia, Colombia. 050006;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 10:30:42 AM;N;3;;2/8/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093388;Renting;0UIF;JYW663;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000;357041064614400;4764238956;9103983272;Claro CO;89571016023121578767;LVBDFPEA7MN005332;JYW663;;Parked;23/07/2025;0;3.231.161.53;10530;Via Principal-90, Bello, Antioquia, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/19/2022 7:34:10 AM;N;3;;11/8/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1099612;Renting;0ZB8;JYM469;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042731856;MP83705D3015020;9103595748;Claro CO;57101602308331628;;JYM469;;Parked;23/07/2025;0;3.231.161.53;10613;Cl15-45, Cali, Valle Cauca, Colombia, . .;3G;309311;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;11/29/2023 9:06:50 AM;N;3;;9/19/2024 12:00:00 AM;;;;;
1060286;Renting;05X4;JXS78D;;;;;19/10/2024;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042647573;S2-M007693-05X4;-------------------;Claro CO;-------------------;;JXS78D;;Parked;19/10/2024;0;3.231.161.53;10613;Av Mirolindo-42, Ibague, Tolima, Colombia, . .;3G;251300;Active;1/31/2024 12:00:00 AM;2/29/2024 12:00:00 AM;1/31/2024 4:21:52 PM;N;3;Y;10/5/2018 12:00:00 AM;;;;;
1093047;Renting;0U8Y;JXR165;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102171589;4764413949;9103979509;Claro CO;89571016023121577017;93Y9SR5B3NJ997264;JXR165;;Parked;23/07/2025;0;3.231.161.53;10530;Avenida Picaleña , Ibagué. Tolima. 730005;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/21/2022 12:54:22 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093059;Renting;0U9A;JXR164;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102026544;4764415028;9103976942;Claro CO;89571016023121574741;93Y9SR5B3NJ997265;JXR164;;Parked;23/07/2025;0;3.231.161.53;10534;Carrera 19A Sur , Ibagué. Tolima. 730005;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/21/2022 1:25:30 AM;N;3;;10/14/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092994;Renting;0U7H;JXR163;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102461683;4764414334;9103979482;Claro CO;89571016023121576746;93Y9SR5B3NJ997266;JXR163;;Parked;23/07/2025;0;3.231.161.53;10530;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166 , Bogotá. Bogotá. 110131;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/23/2022 10:06:09 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1094175;Renting;0V4A;JXR162;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102935132;1363188990;9101168706;MOVISTAR CO;8957123112214854117;;JXR162;;Travel Stop;23/07/2025;0;3.231.161.53;10530;Kr5 21-9, Cali, Valle Cauca, . Vca.;;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/21/2023 8:22:00 PM;N;3;;12/13/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095160;Renting;0VVM;JXR161;;;;;22/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101466292;1363185657;9101415516;MOVISTAR CO;8957123112215160530;;JXR161;;Travel Stop;22/07/2025;0;3.231.161.53;10534;Calle 115S # 48-1 a 48-99, Ibagué, Tolima, Colombia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/10/2023 6:44:54 PM;N;3;;2/3/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1094935;Renting;0VPD;JWX017;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101455022;1363185782;9101431675;MOVISTAR CO;8957123112215161801;;JWX017;;Ignition OFF;23/07/2025;0;3.231.161.53;10530;JXQR+VV La Calera, Cundinamarca, Colombia.;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/18/2023 3:36:39 PM;N;3;;1/26/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1097794;Renting;0XWR;JWP48G;;;;;21/04/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102885568;1363189363;9101165504;MOVISTAR CO;8957123112215167626;;JWP48G;;Parked;21/04/2025;0;3.231.161.53;10430;Av 1 De Mayo 27-76, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/23/2024 10:53:28 AM;N;3;;5/17/2024 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1109240;Renting;19C9;JVK367 VF;;;;;11/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;VidFleet 4K;6B31115T;6B31115T;3154563712;MOVISTAR CO;8957123112211415086;;JVK367;;Ignition OFF;11/07/2025;0;3.231.161.53;-1;Cra. 8g # 160A-19, Usaquén, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia. 110131;LTE;314153;Active;4/13/2025 12:00:00 AM;5/12/2025 12:00:00 AM;4/13/2025 10:48:56 PM;N;3;;3/4/2026 12:00:00 AM;;;;;SAXHORN_V1C-3.18.1115
1097493;Renting;0XOE;JVK367;;;;;12/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042452354;S2-M007693-0XOE;9103413695;Claro CO;57101501905627873;;JVK367;;Power OFF;12/07/2025;0;3.231.161.53;10613;Cra. 8g #160a17, Bogotá, Colombia, . 110131;3G;307140;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 1:03:16 PM;N;3;;5/11/2024 12:00:00 AM;;;;;
1092890;Renting;0U4L;JSZ736;;;;;22/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102257297;4764414714;9103979457;Claro CO;89571016023121576498;3N6CD33B4ZK422128;JSZ736;;Drive;22/07/2025;0;3.231.161.53;10534;67M4XX9C+78, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/21/2022 12:44:18 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092778;Renting;0U1H;JSZ481;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102520082;4764412752;9103976993;Claro CO;89571016023121575250;3N6CD33B3ZK422248;JSZ481;;Drive;23/07/2025;0;3.231.161.53;10430;CJR5+WC Cajamarca, Tolima, Colombia.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/18/2022 11:07:55 PM;N;3;;10/11/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1097533;Renting;0XPI;JST30G;;;;;12/05/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042450234;S2-M007693-0XPI;9103436110;Claro CO;895710150150190562;;JST30G;;Parked;12/05/2025;0;3.231.161.53;10613;16b14 Calle 166 , Bogotá. Bogotá. 110131;3G;307140;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/12/2023 9:30:44 AM;N;3;;5/11/2024 12:00:00 AM;;;;;
1093929;Renting;0UXG;JRV891;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102760340;1363188326;9101172168;MOVISTAR CO;8957123112215340900;3N6CD33B9ZK437174;JRV891;;Travel Start;23/07/2025;0;3.231.161.53;10534;Cra. 5 #11-29, Santiago de Tolú, Sucre, Colombia. 706010;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/1/2023 2:47:33 PM;N;3;;11/23/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1093949;Renting;0UY0;JRV828;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102771560;1363187463;9101435527;MOVISTAR CO;8957123112215340801;3N6CD33B6ZK437231;JRV828;;Parked;23/07/2025;0;3.231.161.53;10534;16b14 Calle 166 , Bogotá. Bogotá. 110131;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;1/12/2023 4:09:55 PM;N;3;;11/24/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
