Dealer;Company;VIP;FEIN;DNI;Peripherals;Service Name;Owner;Unit ID;Unit;Unit Type;Carrier;Monthly Fee;Billing Group;Billing Period;Last Srv Paid Until;Service Paid Until;Serial #;Phone Number;Sim Number;IMEI;Bill To;Status;Last Event;Assigned To Company;Last Event Date;Last Contact On;Last Event Address
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;833T;833T;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;000003961488;;;353816054089901;;Active;Parked;6/16/2018 12:24:24 PM;1/9/2016 12:34:21 PM;1/9/2016 12:35:02 PM;Av Guillermo Prescott-68, Jesus Maria, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;833V;V3S-855;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;8/31/2017 12:00:00 AM;000003961490;;;353816054077963;;Active;Drive;8/31/2017 8:01:11 PM;8/17/2018 9:20:47 AM;8/17/2018 9:20:49 AM;Av Pe-1s Km 693, Atico, Caraveli, Arequipa
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;833Z;833Z/FERNANDO;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;000003961494;983277379;8951100122098938498F;353816054077880;;Active;Drive;6/16/2018 12:24:23 PM;3/21/2018 1:00:53 PM;4/11/2018 12:14:25 PM;Av Pe-1n Km 480, Chao, Viru, La Libertad
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8341;RETROEXCAVADORA;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/29/2017 12:00:00 AM;000003961496;;;353816054069226;;Active;Idle - Stop;2/10/2017 8:19:13 AM;1/28/2017 11:06:00 PM;1/28/2017 11:06:23 PM;Pe-08c Km 30, Chachapoyas, Chachapoyas, Amazonas, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8344;8344;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003961499;;;353816054115920;;Active;Parked;1/2/2017 2:06:55 AM;10/13/2016 6:39:24 PM;10/13/2016 6:39:32 PM;Francisco Cuneo Salazar, Chiclayo 14009, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8345;AAH-842;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;10/4/2017 12:00:00 AM;000003961500;;8951100322080495511F;353816054077997;;Active;Power Cut;12/4/2017 5:24:15 AM;12/10/2017 11:15:00 PM;12/10/2017 11:16:56 PM;Carr Central 850, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8346;ABJ-934;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;10/4/2017 12:00:00 AM;000003961501;;8951100129124107840f;353816054116019;;Active;Parked;12/4/2017 5:24:35 AM;12/23/2017 11:34:37 AM;12/23/2017 11:37:02 AM;Via Principal, Comas, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8347;AJH-815;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;8/31/2017 12:00:00 AM;000003961502;;;353816054116001;;Active;Geofence Out;8/31/2017 8:01:19 PM;8/17/2018 10:14:14 AM;8/17/2018 10:14:16 AM;Av Pe-1s Km 710, Atico, Caraveli, Arequipa
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8349;D1E-763 VENDIDA;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;4/10/2018 12:00:00 AM;000003961504;940305440;8951100320136215644F;353816054078714;;Active;First Fix;4/10/2018 9:24:26 AM;8/25/2017 6:39:39 PM;8/25/2017 6:39:20 PM;Av Guillermo Prescott-63, Jesus Maria, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;834C;AJJ-942/BAJA;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;9/2/2017 12:00:00 AM;000003961507;;8951100122098938563F;353816054079688;;Active;Drive;9/7/2017 6:38:37 PM;9/29/2017 2:09:44 PM;9/29/2017 2:10:26 PM;Av Pe-34e, Espinar, Espinar, Cusco
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;834E;T3X-937;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;000003961509;;;353816054078078;;Suspended;Parked;5/31/2018 7:29:15 AM;8/17/2018 10:14:42 AM;8/17/2018 10:14:42 AM;Av America Norte-43, Trujillo, Trujillo, La Libertad
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;834G;V7Z-881;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;8/31/2017 12:00:00 AM;000003961511;966452903;8951100122098938795;353816053538346;;Active;Parked;8/31/2017 8:01:09 PM;8/29/2018 12:18:23 PM;8/29/2018 12:18:58 PM;Via Principal, Ilabaya, Jorge Basadre, Tacna, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8465;AJJ-T52/BAJA;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;9/2/2017 12:00:00 AM;000003961514;;8951100122139415449F;353816054115987;;Active;Parked;9/7/2017 6:38:37 PM;9/29/2017 2:07:36 PM;9/29/2017 2:08:23 PM;avenida san martin, Espinar, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8468;W3Z-957;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;8/31/2017 12:00:00 AM;000003962198;;8951100320136308712F;353816056242581;;Active;Idle Alert;8/31/2017 8:00:33 PM;9/6/2017 8:21:31 AM;9/6/2017 8:21:54 AM;Via Principal, Lircay, Angaraes, Huancavelica, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846A;B9L-846;GenX 656B;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;4/26/2018 12:00:00 AM;000003962200;965398212;8951100320136206049F;353816056242375;;Active;Drive;5/8/2018 5:02:49 AM;6/18/2018 8:42:10 AM;6/18/2018 8:43:03 AM;Trocha 07, Yauca Del Rosario, Ica, Ica, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846B;C7E-736/BAJA;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003962201;;;353816056242870;;Active;Parked;1/4/2017 10:50:23 AM;4/25/2018 5:23:00 PM;4/25/2018 5:27:42 PM;Av Abancay, Lima (cercado), Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846D;C7E-735/Taller;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003962203;;;353816056242599;;Active;Parked;1/10/2017 11:37:33 AM;4/25/2018 5:07:00 PM;4/25/2018 5:11:05 PM;Marquez De Mancera-64, Surco, Lima, Lima [Province]
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846K;V2Z-916/BAJA;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;9/2/2017 12:00:00 AM;000003962210;;;353816056234844;;Active;Parked;9/4/2017 11:17:19 AM;1/11/2017 7:12:16 PM;1/11/2017 7:12:17 PM;Av Pe-1n Km 850, Olmos, Lambayeque, Lambayeque, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846N;F3G-730;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/29/2017 12:00:00 AM;000003962213;;;353816056242441;;Active;PND_DISCONNECT;1/31/2017 6:45:51 PM;10/2/2018 5:12:23 PM;10/2/2018 5:13:37 PM;Av Colina-43, Bellavista, Callao, Callao, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846P;F6F-908/taller;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;2/8/2018 12:00:00 AM;000003962215;;;353816056234943;;Active;Parked;4/6/2018 2:49:53 PM;6/15/2016 1:17:02 PM;6/15/2016 1:23:43 PM;South America, Lambayeque
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846R;AAL-793/Taller;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;7/25/2017 12:00:00 AM;000003962217;965398246;8951100320136311583F;353816056246814;;Active;Parked;7/31/2017 7:01:36 AM;5/25/2016 3:41:00 PM;5/25/2016 3:41:45 PM;Lambayeque Province, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846V;D9Y-718;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003962221;;8951100320136311385f;353816056234869;;Active;Ignition OFF;4/1/2016 7:05:24 AM;5/5/2016 12:23:56 PM;5/5/2016 12:23:44 PM;Av. 18 de Noviembre, Challhuahuacho, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;846W;V2M-730/BAJA;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003962222;;8951100320136311377f;353816056234745;;Active;Drive;5/3/2016 2:02:30 PM;5/25/2016 11:00:20 AM;5/25/2016 11:00:18 AM;Ar-110, Caylloma, Caylloma, Arequipa, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8471;F3F-741/BAJA;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;000003962226;;;353816056246681;;Active;Parked;12/1/2016 7:32:21 AM;8/29/2018 11:24:24 AM;8/29/2018 11:25:00 AM;Via Principal, Paracas, Pisco, Ica, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8473;C9T-738;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/29/2017 12:00:00 AM;000003962228;;;353816056183447;;Active;Parked;1/31/2017 6:45:35 PM;2/24/2017 3:15:40 PM;2/24/2017 3:15:40 PM;Av San Martin De Porres-59, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;8474;B4P-787/BAJA;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;10/4/2017 12:00:00 AM;000003962229;;;353816056243118;;Active;Parked;1/11/2018 6:48:46 AM;2/14/2017 3:39:25 PM;2/14/2017 4:26:03 PM;Via Principal, Comas, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;847R;D6S-189/LABORATORIO;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336186985;;;862193022186985;;Active;Input 1 OFF;1/30/2016 5:49:23 AM;1/29/2016 6:05:46 PM;1/29/2016 6:05:47 PM;San Javier-33, Chorrillos, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;847U;C6G-747;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336187967;;;862193022187967;;Active;Parked;12/6/2016 7:00:59 AM;3/21/2017 10:33:03 AM;3/21/2017 10:33:08 AM;Antigua Panamericana Sur-47, Lurin, Lima, Lima [Province]
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;848E;D6L-878/BAJA;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336192678;;;862193022192678;;Active;Parked;12/6/2016 6:36:21 AM;3/21/2017 7:56:39 AM;3/21/2017 7:56:44 AM;Av Las Torres - Cajamarquilla, Ate Vitarte, Lima, Lima [Province]
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;848O;D2D-742;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336239826;;;862193022239826;;Active;Parked;8/1/2016 5:14:19 AM;10/31/2016 11:08:48 AM;10/31/2016 11:08:49 AM;Av Chavez Jorge, Chiclayo, Chiclayo, Lambayeque, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;848Y;C2E-333/LABORATORIO;Queclink GV55Lite;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;SD214336183131;;8951100122098938514F;862193022183131;;Suspended;Parked;5/23/2018 10:58:10 AM;5/18/2017 10:04:50 PM;5/18/2017 10:06:18 PM;Av San Marcos-23, Chorrillos, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CC;VOLKSWAGEN;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/29/2017 12:00:00 AM;SD214336229413;;;862193022229413;;Active;Parked;2/10/2017 8:18:57 AM;2/7/2017 5:38:30 PM;2/7/2017 5:38:32 PM;Via Principal, Chachapoyas, Chachapoyas, Amazonas, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CD;Movilidad deM/BAJA;Queclink GV55Lite;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;SD214336179220;;8951100320136215784F;862193022179220;;Active;Parked;6/16/2018 12:24:23 PM;6/5/2017 8:50:34 AM;6/5/2017 8:52:17 AM;Panamericana Nte. 777, Lambayeque, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CE;César Gil;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336240808;;8951100320136215966F;862193022240808;;Active;Parked;9/7/2016 5:49:44 AM;10/18/2016 8:40:26 AM;10/18/2016 8:40:27 AM;Carr. Central 3904, Ate 15012, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CF;Juan Carlos Neyra/ba;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336190243;;8951100320136215958F;862193022190243;;Active;Parked;9/7/2016 10:48:18 AM;8/19/2016 4:00:24 PM;8/19/2016 3:59:58 PM;Tumbes, Juliaca, San Roman, Puno, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CI;Telesforos Jaimes;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336179469;;8951100320136215669F;862193022179469;;Active;Idle - Stop;9/7/2016 5:49:44 AM;10/26/2016 2:27:45 PM;10/26/2016 2:27:45 PM;Av Nicolas Ayllon, San Luis, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CK;B6W-775/BAJA;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336230379;;;862193022230379;;Active;Idle - Stop;12/9/2016 7:16:01 AM;5/3/2018 6:56:24 PM;5/3/2018 7:10:17 PM;Ayacucho-San Francisco, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CM;D3S-911 DESINSTALADO;Queclink GV55Lite;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;SD214336221097;;;862193022221097;;Suspended;Parked;6/16/2018 12:24:23 PM;3/23/2016 8:34:04 AM;3/23/2016 8:34:07 AM;Luis Galvani
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CO;W3J-859/BAJA;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336221352;;8951100320136306609F;862193022221352;;Active;Parked;4/30/2016 3:49:59 PM;5/25/2016 6:12:29 PM;5/25/2016 6:12:22 PM;Av Pe-1s, Santiago, Ica, Ica
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88CP;C1W-739/baja;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336215750;987;8951100122098938803F;862193022215750;;Active;Drive;6/4/2016 1:37:45 PM;9/10/2017 6:38:45 PM;9/17/2017 3:45:41 AM;Av Pe-34 A-90, Cerro Colorado, Arequipa, Arequipa, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88D6;D5A-735/REVISAR;Queclink GV55Lite;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;SD214336194468;;;862193022194468;;Active;Drive;6/16/2018 12:24:22 PM;1/27/2016 5:55:30 PM;1/27/2016 5:55:44 PM;Av Panamericana-58, San Juan De Miraflores, Lima, Lima [Province]
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;88D7;PERU 88D7 CLIENTE;Queclink GV55Lite;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;8/20/2018 12:00:00 AM;SD214336244602;;8951100320136215917F;862193022244602;;Active;;11/15/2018 6:29:20 AM;11/15/2018 10:17:11 AM;7/14/2018 12:55:35 AM;7791 NW 46TH ST
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;893A;S1A-588/BAJA;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336221337;;8951100122098938399F;862193022221337;;Active;Parked;4/30/2016 3:49:59 PM;5/21/2016 5:40:08 PM;5/21/2016 5:39:59 PM;Alava-71, San Luis, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;893F;IVECO;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/29/2017 12:00:00 AM;SD214336253140;;;862193022253140;;Active;Ignition ON;2/10/2017 8:19:31 AM;5/22/2017 3:45:49 PM;5/22/2017 3:47:40 PM;Pe-08b Km 51, Chachapoyas, Chachapoyas, Amazonas, Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;893H;T2 (AFH-875)/BAJA;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336173496;;;862193022173496;;Active;Parked;12/27/2016 6:23:54 AM;5/18/2017 5:07:54 PM;5/18/2017 5:09:21 PM;Jr. El Rosario-96, San Juan De Lurigancho, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;893I;C0L-929;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336174643;;;862193022174643;;Active;Parked;12/6/2016 10:18:44 AM;5/18/2017 5:23:34 PM;5/18/2017 5:25:04 PM;Via Principal-65, Callao, Callao, Callao
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;920G;Gino;GenX 656B;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/27/2017 12:00:00 AM;000003962246;;8951100320136311302F;353816056247127;;Active;Parked;5/31/2017 8:02:18 PM;6/27/2017 3:39:05 PM;6/27/2017 3:42:02 PM;Av Belisario Suarez-14, San Juan De Miraflores, Lima, Lima [Province]
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;920H;AFL-854;GenX 656B;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;2/8/2018 12:00:00 AM;000003962247;997378611;8951100122139415431F;353816056183439;;Active;Parked;4/4/2018 4:13:17 PM;3/22/2018 8:50:35 AM;3/22/2018 8:53:33 AM;Calle Nicolas Copernico
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;920O;D6V-841;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336196703;;8951100320145238686F;862193022196703;;Active;Drive;4/14/2016 12:47:32 PM;4/12/2016 6:39:50 PM;4/12/2016 6:40:07 PM;Via Principal-31, Puente Piedra, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;920Q;Raquel F.;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336167027;;;862193022167027;;Active;Ping;9/13/2016 5:28:48 AM;6/9/2018 4:15:51 PM;6/9/2018 4:15:59 PM;Av General Montagne-59, Miraflores., Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;920R;Karina Q.;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336204929;;;862193022204929;;Active;Drive;9/13/2016 5:28:49 AM;9/29/2016 9:41:00 AM;9/29/2016 9:41:19 AM;Av Alfonso Ugarte-59, Lima (cercado), Lima, Lima [Province]
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;920S;Cesar M.;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;SD214336175228;;;862193022175228;;Active;Parked;9/13/2016 5:28:49 AM;9/29/2016 9:18:49 AM;9/29/2016 9:19:38 AM;Avenida Santa Cruz 1256-1276, Miraflores 15074, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;920U;W4R-897;Queclink GV55Lite;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;2/8/2018 12:00:00 AM;SD214336209126;987954740;8951100320136311344f;862193022209126;;Active;Drive;3/6/2018 4:27:40 AM;4/12/2018 7:24:32 PM;4/12/2018 7:28:09 PM;Av Eucaliptos, Santa Anita, Lima, Lima [Province]
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;921D;C5V-884 Furgon;Queclink GV55Lite;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;4/26/2018 12:00:00 AM;SD214336257935;;;862193022257935;;Active;Parked;5/8/2018 7:18:03 AM;6/20/2018 6:29:27 PM;6/20/2018 6:30:06 PM;Av Javier Prado-76, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;921E;F2B-824/BAJA;Queclink GV55Lite;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;10/4/2017 12:00:00 AM;SD214336203574;;8951100320136209399F;862193022203574;;Active;Drive;1/8/2018 4:32:11 AM;3/20/2018 7:11:26 PM;3/20/2018 7:14:29 PM;Av Pe-14 Km 32, Casma, Casma, Ancash
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;921F;F4H-944/SUSPENDIDA;Queclink GV55Lite;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;9/2/2017 12:00:00 AM;SD214336206957;;8951100320136306658f;862193022206957;;Active;Parked;9/21/2017 12:15:46 PM;2/9/2016 9:41:47 AM;2/9/2016 9:42:29 AM;Av Pe-20a, Lurigancho, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;921I;F1A-842 (#25) /BAJA;Queclink GV55Lite;CLARO-PE TSO;0,01;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;4/5/2017 12:00:00 AM;SD214336208045;;8951100129124209067;862193022208045;;Active;Parked;4/7/2017 6:52:00 AM;4/15/2021 4:00:07 PM;4/15/2021 4:00:11 PM;Carr. Central 7, Distrito de Lima, Peru
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;921K;D0D-862 (#05)/BAJA;Queclink GV55Lite;CLARO-PE TSO;29;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;7/25/2017 12:00:00 AM;SD214336202451;;8951100320136209472F;862193022202451;;Active;Parked;7/31/2017 2:59:49 PM;8/3/2017 9:01:41 AM;8/3/2017 9:05:32 AM;Av Azucenas-66, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;TSO IDS SIN USO PERU;False;123456789000125;;Panic Button,;N/A;Client;921O;B8I-891 (#02)/BAJA;Queclink GV55Lite;CLARO-PE TSO;29,99;INTERNAL USE;Monthly;1/1/1900 12:00:00 AM;5/16/2018 12:00:00 AM;SD214336216410;;8951100320136310320F;862193022216410;;Active;Idle - Stop;6/16/2018 12:24:21 PM;7/20/2017 4:09:20 PM;7/20/2017 4:12:34 PM;Av Pe-1nj Km 249, Olmos, Lambayeque, Lambayeque, Perú
