,Unit Type,Unit ID,Unit,Last Event Date,IMEI
9145,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VIM,BNV-734,6/26/2025 9:12:50 AM,352556102055642
9146,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VRI,AHD-771,6/26/2025 8:59:13 AM,354514101464693
9147,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VRO,D6D-805,6/26/2025 9:19:57 AM,352556102100182
9148,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VS2,BHC-890,6/26/2025 11:35:31 AM,352556102016073
9164,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KJV,EQZ617,6/26/2025 11:50:17 AM,359369091309878
9183,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UVT,ML-02,6/26/2025 10:33:56 AM,352556102741761
9184,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UVY,ML-03,6/26/2025 6:43:23 AM,352556102746687
9205,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0N1E,MC120,6/26/2025 8:56:24 AM,359369091018636
9207,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,560Z,VB100,6/26/2025 9:32:22 AM,352556102037194
9210,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,749T,RC325,6/26/2025 10:48:40 AM,352556102048357
9217,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,00BB,VQB304,6/26/2025 10:30:17 AM,358077092096920
9248,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LID,ARBOLEDA 6155,6/26/2025 12:07:51 PM,358077092205679
9249,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MAK,jhon deer 7410,6/26/2025 11:14:52 AM,359369090094422
9251,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MJ5,FLORENCIA 6155,6/26/2025 12:05:11 PM,358077092399613
9252,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MKG,CEV774,6/26/2025 11:48:46 AM,358077092207188
9261,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RO1,GBT122,6/26/2025 9:51:15 AM,359369090557097
9265,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UY9,SY013CCC52128,6/26/2025 11:08:08 AM,352556102755522
9276,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,02YN,SVQ004,6/26/2025 12:10:56 PM,358077092197637
9285,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q0B,TEO428,6/26/2025 12:05:04 PM,359369090081577
9286,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q0G,EXZ019,6/26/2025 12:07:59 PM,359369090569662
9287,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q3T,NOX859,6/26/2025 12:06:20 PM,359369091069993
9288,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QC3,WDQ284,6/26/2025 12:09:07 PM,359369091102372
9291,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V9T,WTP620,6/26/2025 10:08:45 AM,352556102938060
9293,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VE3,MCJ315,6/26/2025 12:04:48 PM,354514101452854
9294,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VE5,TZN667,6/26/2025 10:34:24 AM,352556102049520
9295,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VEV,VCW901,6/26/2025 11:53:08 AM,354514101455485
9447,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,S549, NHW371,6/26/2025 11:40:35 AM,354514101454660
9459,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S1Z,TEREX PEGSON 428,6/26/2025 12:02:40 PM,354514101222174
9463,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,867O,IFY937,6/26/2025 11:43:44 AM,357041065238340
9490,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0XI1,WPR551,6/26/2025 12:04:01 PM,868574042410592
9494,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0REY,LGU642,6/26/2025 12:00:32 PM,359369091105755
9497,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,14OV,TVA225,6/26/2025 12:10:03 PM,352556102749590
9509,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0XWI,AZG-935,6/26/2025 8:32:13 AM,352556102902736
9512,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XYM,BDT-773,6/26/2025 12:07:12 PM,352556102772006
9513,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XYN,BLE-810,6/26/2025 6:49:36 AM,352556102950800
9514,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0XYV,AMU-392,6/26/2025 12:09:18 PM,352556102920225
9532,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LZD,D0J-821,6/26/2025 12:00:08 PM,358077092412259
9554,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0ITV,GFQ021,6/26/2025 11:56:39 AM,358014097863459
9558,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0MOX,GFQ020,6/26/2025 12:09:50 PM,354514101463786
9559,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V3O,SY013CCC52118,6/26/2025 11:25:04 AM,352556102805111
9573,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0FTQ,ESS450,6/26/2025 12:08:40 PM,359369091110631
9584,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UV6,WOT540,6/26/2025 11:48:16 AM,352556102928376
9585,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UW4,KZV813,6/26/2025 12:07:59 PM,352556102767329
9586,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UW5,TTP243,6/26/2025 12:10:52 PM,352556102915878
9587,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UWN,TTP242,6/26/2025 11:09:27 AM,352556102937302
9630,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QRP,SKO991,6/26/2025 10:19:45 AM,359369091076832
9636,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q6H,JOV110,6/26/2025 9:44:42 AM,359369090074887
9637,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXH,SKO315,6/26/2025 9:07:53 AM,352556102096000
9646,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0X9Y,BZL-873,6/26/2025 11:46:47 AM,352556102807786
9647,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0XAQ,AMBULANCIA EUG-892,6/26/2025 11:22:20 AM,352556102947020
9648,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0XXK,BTL-913,6/26/2025 11:34:31 AM,352556102777229
9650,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0XXP,EUH-223,6/26/2025 12:02:05 PM,352556102768830
9677,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0IXF,AUE-876,6/26/2025 11:17:33 AM,351628096192524
9678,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0IXG,AUF-774,6/26/2025 3:00:39 AM,351628096253839
9679,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0IXJ,ABA-900,6/26/2025 12:07:37 PM,351628096828861
9680,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0IXM,AUD-878,6/26/2025 11:34:05 AM,351628096253870
9681,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LZZ,BHZ-911,6/26/2025 12:09:18 PM,358077092372032
9683,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,104A,AHC-949,6/26/2025 12:02:32 PM,352556102762403
9687,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S1W,08 - Saveiro,6/26/2025 9:09:56 AM,354514101582064
9688,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S27,32  Saveiro,6/26/2025 9:22:25 AM,352556102751828
9689,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S2A,30  Saveiro,6/26/2025 12:00:48 PM,352556102745390
9690,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S2G,31  Saveiro,6/26/2025 10:43:06 AM,352556102752479
9700,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QJ6,SKG823,6/26/2025 12:10:19 PM,358077092356464
9701,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RF3,XVI317,6/26/2025 12:05:08 PM,358077092347224
9749,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RDU,SANY SY215C,6/26/2025 12:04:40 PM,352556102742611
9755,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M04,BJA-770,6/26/2025 11:46:29 AM,359369091196994
9757,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M06, BMW-857,6/26/2025 9:32:07 AM,359369091025722
9758,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M07,D3Y-888,6/26/2025 11:14:50 AM,358077092380308
9761,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M0C,F1G-938,6/26/2025 11:08:38 AM,359369091084026
9762,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M0D,F1H-710,6/26/2025 12:08:47 PM,359369091047114
9764,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0ULC,B8X-725,6/26/2025 11:35:38 AM,352556102100406
9765,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UXP,BHP838,6/26/2025 8:42:10 AM,354514101462804
9912,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VPX,CAJ-638,6/26/2025 9:55:11 AM,354514101455352
9922,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,858X,VMU308,6/26/2025 10:52:58 AM,352556102087363
9943,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KBB,CAT420E-1891,6/26/2025 11:40:04 AM,352556102909582
9946,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LOS,CAT 416E,6/26/2025 9:44:25 AM,358077092155767
9994,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RIG,SXC473,6/26/2025 10:14:43 AM,359369091017067
9995,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SIM,CATERPILLAR 236D3 #2,6/26/2025 10:36:41 AM,358077093412878
9999,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TAZ,TTV206,6/26/2025 10:12:54 AM,354514101452680
10000,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TBA,ZNL620,6/26/2025 10:09:56 AM,352556102015109
10001,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TEE,WHU261,6/26/2025 10:45:06 AM,352556102050775
10002,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TEK,UDS861,6/26/2025 11:57:06 AM,354514101463588
10003,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TFR,MANLIFT 600AJ,6/26/2025 11:13:21 AM,352556102084998
10004,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TIW,GFO370,6/26/2025 12:06:23 PM,352556102097024
10020,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0G0K,HBZN580NKLAH21750,6/26/2025 11:20:25 AM,352556102769655
10151,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S2B,ESZ 850,6/26/2025 11:35:55 AM,359369091110839
10158,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,461K,TMO 945,6/26/2025 11:46:38 AM,359369090338803
10164,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0YZF,BNS-769,6/26/2025 11:34:37 AM,868574042442041
10169,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VTA,TSW842,6/26/2025 11:09:46 AM,352556102050734
10170,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VY4,EXZ177,6/26/2025 11:56:25 AM,354514101463620
10196,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,613K,F4X-768,6/26/2025 11:59:23 AM,352556102943987
10204,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V24,WHW470,6/26/2025 10:25:36 AM,352556102796674
10205,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VYL,JWF508,6/26/2025 11:54:39 AM,354514101465724
10223,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SJK,VLG767,6/26/2025 10:34:25 AM,358077093474027
10224,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SJM,GTX479,6/26/2025 11:30:33 AM,358077093474720
10225,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SJO,ZWR68F,6/26/2025 8:41:44 AM,358077093459317
10233,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,12HU,SWI85G,6/26/2025 12:10:56 PM,354514101466490
10238,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RDS,SY003ACC12168,6/26/2025 12:07:44 PM,359369091024105
10246,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TW8,ESQ116,6/26/2025 12:10:19 PM,352556102771446
10248,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TWT,GTY153,6/26/2025 12:09:11 PM,352556102766438
10249,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TWZ,SVD693,6/26/2025 12:09:57 PM,352556102759961
10250,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TX0,KDD795,6/26/2025 12:07:10 PM,352556102759102
10251,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TX1,OCK548,6/26/2025 12:08:32 PM,359369091331641
10253,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TX5,SNZ151,6/26/2025 11:31:53 AM,352556102754483
10254,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TX6,TAE009,6/26/2025 12:10:22 PM,352556102765448
10255,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TX8,TJZ320,6/26/2025 8:09:55 AM,352556102766800
10318,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0PX9,SL9563CC00298,6/26/2025 11:59:24 AM,358077091735361
10319,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0PY7,SY0307CB08558,6/26/2025 6:44:00 AM,359369090621299
10358,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RLW,SY013NCC07528,6/26/2025 11:46:57 AM,359369091070207
10410,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0L7F,WOM134,6/26/2025 11:45:50 AM,359369091025763
10413,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,791Q,WOL033,6/26/2025 12:06:48 PM,352556102902249
10499,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UR7,SY005NCC55838,6/26/2025 8:50:45 AM,352556102922023
10518,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K91,TRH471,6/26/2025 11:51:08 AM,359369090367752
10519,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0OY0,AHN-700,6/26/2025 12:09:16 PM,358077092401005
10540,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RGJ,MC488894,6/26/2025 8:35:54 AM,359369090072733
10580,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,13ZB,BUX-744,6/26/2025 12:02:37 PM,359369091345476
10601,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MDC,ZNN559 CASTILLA,6/26/2025 12:07:50 PM,358077091721445
10602,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MDF,ZNN565CASTILLA,6/26/2025 11:58:24 AM,358077091794152
10603,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MDG,ZNN581riopaila,6/26/2025 11:59:00 AM,359369090055126
10637,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,15LE,WPK661 MAYAGUEZ,6/26/2025 8:25:39 AM,352556102952640
10653,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UDX,QHH794,6/26/2025 7:48:56 AM,352556102926388
10660,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QG4,VERSA P12,6/26/2025 11:29:44 AM,359369091087300
10661,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SJ9,Kia Martin,6/26/2025 11:06:25 AM,352556102920175
10682,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KLT,CARGADOR BOBCAT S175,6/26/2025 12:05:51 PM,359369090346814
10732,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0W2E,JSZ523,6/26/2025 12:10:13 PM,352556102319964
10734,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XRE,VQN64G,6/26/2025 11:05:42 AM,352556102741829
10737,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,117V,SML605,6/26/2025 11:26:37 AM,352556102917619
10738,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,19U8,KUM 758,6/26/2025 12:09:29 PM,358077091730180
10739,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,W273,VMB639,6/26/2025 12:06:41 PM,352556102898892
10763,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXT,ZZK974,6/26/2025 10:58:05 AM,354514101475954
10770,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0TIZ,MAQUINA 226B,6/26/2025 12:02:05 PM,352556102003543
10777,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XQJ,LON940,6/26/2025 12:02:26 PM,352556102767600
10778,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UWU,HGS311,6/26/2025 11:11:10 AM,352556102759300
10780,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RO4,2,6/26/2025 10:38:44 AM,352556102776155
10792,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,663R,WNN891,6/26/2025 11:56:48 AM,354514101462879
10793,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,U732,WNW024,6/26/2025 12:10:31 PM,352556102755670
10820,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V3L,SY007SCC65918,6/26/2025 10:35:25 AM,352556102934952
10828,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,115E,SOS07E,6/26/2025 11:42:59 AM,354514101459016
10832,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q63,FUP517,6/26/2025 12:09:27 PM,359369090622883
10840,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q6N,RJU905,6/26/2025 10:18:52 AM,359369091031860
10848,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q0H,CATERPILLAR 420EN,6/26/2025 12:00:55 PM,358077092206990
10855,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,07ZD,21/ 49AP5K,6/26/2025 12:09:51 PM,358077091697835
10863,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QFC,22/ 47AZ4P,6/26/2025 12:09:36 PM,359369091233490
10864,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QGC,68,6/26/2025 12:09:03 PM,359369091047684
10865,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QIN,TR 06 / 50BE4B,6/26/2025 11:54:12 AM,359369091139945
10894,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KVF,EXCAVADOR KOBELCO SK,6/26/2025 11:23:17 AM,359369091125571
10895,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KVI,CATERPILLAR 320D,6/26/2025 11:34:48 AM,359369090506458
10898,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VUE,CATERPILAR 120K,6/26/2025 11:29:51 AM,352556102056319
10900,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,6274,CND856,6/26/2025 11:19:53 AM,358077091733176
10908,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QKS,(U)52AE8S,6/26/2025 11:58:18 AM,359369091106589
10909,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QKU,POINTER,6/26/2025 10:37:18 AM,359369091026290
10910,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QKV,(U)240 DT6,6/26/2025 12:09:48 PM,359369091040051
10911,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QKZ,(U)32BH5L,6/26/2025 12:10:30 PM,359369091139374
10913,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QL4,(U)367DP9,6/26/2025 9:49:05 AM,359369091161410
10914,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QL6,(U)97AB8H,6/26/2025 12:02:03 PM,359369091041695
10915,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QL7,(U)081DP2,6/26/2025 12:04:28 PM,359369091140620
10916,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QL8,(U)47AS3G,6/26/2025 12:02:06 PM,359369091030292
10917,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLA,(U)11AU7R,6/26/2025 11:38:33 AM,359369091203568
10918,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLD,(U)586AF4,6/26/2025 11:39:40 AM,359369091043659
10919,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLI,(U)915AS8,6/26/2025 9:35:38 AM,359369091146809
10920,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLK,(U)46AS3G,6/26/2025 12:09:41 PM,359369091040770
10921,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLL,(U)55AE8S,6/26/2025 10:39:12 AM,359369091061685
10922,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLM,(U)98AB8H,6/26/2025 12:10:17 PM,359369091037024
10924,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLR,(U)54AE8S,6/26/2025 10:58:14 AM,352556102759243
10925,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLT,(U)53AE8S,6/26/2025 12:10:32 PM,359369091043907
10926,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLV,(U)31BH5L,6/26/2025 12:09:55 PM,352556102764961
10927,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QLY,RETROEXCAVADORA,6/26/2025 11:35:17 AM,359369091025086
10935,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0MP7,CATERPILLAR 320BU,6/26/2025 11:19:28 AM,351628096219939
10968,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LBP,NEW HOLLAND L218,6/26/2025 11:53:10 AM,354514101467043
11017,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,346I,SY007SCD31528,6/26/2025 9:07:02 AM,352556102808420
11023,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,12KG,ORB10G,6/26/2025 11:32:10 AM,352556102053290
11041,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0CLR,GVN607,6/26/2025 11:20:38 AM,351628096711786
11055,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q25,HIW100,6/26/2025 11:44:22 AM,358077091712089
11056,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RMJ,MWT193,6/26/2025 12:05:24 PM,359369091087813
11057,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S1S,KMP153,6/26/2025 10:09:51 AM,359369091106746
11060,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXE,JQK263,6/26/2025 11:34:00 AM,354514101459792
11077,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VRK,BUB-720,6/26/2025 12:08:38 PM,354514101461103
11078,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0X60,BUS-755,6/26/2025 12:03:23 PM,352556102086340
11079,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0X9U,BUR-843,6/26/2025 8:11:08 AM,352556102946568
11080,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Y2P,CEZ-296,6/26/2025 11:03:00 AM,352556102921090
11125,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V7T,Retroexcavadora JCB,6/26/2025 9:08:31 AM,352556102919078
11137,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M8M,GBM27F,6/26/2025 12:10:23 PM,352556102084956
11153,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SV6,CSQ360,6/26/2025 12:05:34 PM,359369090563624
11177,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0LCO,SNR437,6/26/2025 11:47:58 AM,351628096254464
11178,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0W1O,HAPPSEA SHINE,6/26/2025 9:42:16 AM,359369090054475
11179,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0XK2,HAPPSEA REEF,6/26/2025 11:54:45 AM,359369091135570
11183,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,13DW,DON VITOLA,6/26/2025 9:14:04 AM,352556102055386
11186,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,D533,EMILITA,6/26/2025 10:42:06 AM,354514101465104
11190,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,T835,LANCHA-HAPPASEA ,6/26/2025 11:17:22 AM,359369091156337
11214,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WSE,BPT-942,6/26/2025 12:09:49 PM,352556102099228
11215,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WSG,BPM-802,6/26/2025 11:20:16 AM,352556102050585
11216,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WWV,BPK-862,6/26/2025 12:08:30 PM,352556102015000
11219,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WX4,BPM-729,6/26/2025 12:10:08 PM,352556102014557
11220,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WX5, BPK-942,6/26/2025 12:05:57 PM,352556102014136
11221,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WX6,BPM-788,6/26/2025 12:10:28 PM,352556102091944
11223,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WXC,BPK-941,6/26/2025 12:09:34 PM,352556102917452
11224,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WXD,BPM-730,6/26/2025 12:10:34 PM,352556102091902
11225,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0WXJ,BPL-830,6/26/2025 10:59:10 AM,352556102099384
11236,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,11PY,ASW-895,6/26/2025 11:49:00 AM,354514101459628
11293,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M2P,JPP423,6/26/2025 11:33:27 AM,359369090110152
11294,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0REM,SXZ885,6/26/2025 11:56:54 AM,359369091130308
11301,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0KA9,WLS345,6/26/2025 12:06:23 PM,354514101452847
11307,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UVF,JPO357,6/26/2025 11:15:32 AM,352556102936130
11309,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UWE,JOU969,6/26/2025 12:10:28 PM,352556102934648
11310,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UWK,LGU618,6/26/2025 11:25:05 AM,352556102782658
11322,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0NVG,130,6/26/2025 12:07:35 PM,358077091670352
11323,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0O66,73,6/26/2025 12:10:00 PM,358077093056550
11324,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QFJ,123,6/26/2025 10:16:44 AM,359369091042024
11358,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RN8,TVC478,6/26/2025 12:10:20 PM,359369090032901
